rozklad,n,k,metoda,czas,liczba porównań punktów,liczba porównań współrzędnych,liczba punktów niezdominowanych
jednostajny,10000,10,klasyczna,126.95255069993436,61089527,110663178,5077
jednostajny,10000,10,filtracja,54.67839360004291,27606307,53692786,5077
jednostajny,10000,10,punkt_idealny,28.003562499885447,13131125,28554298,5077
jednostajny,10000,10,klasyczna,133.65540210006293,58098333,104787713,4876
jednostajny,10000,10,filtracja,55.3241383000277,25661732,50275695,4876
jednostajny,10000,10,punkt_idealny,27.963798200013116,12104427,26929341,4876
jednostajny,10000,10,klasyczna,134.80114310001954,64601448,117105161,5070
jednostajny,10000,10,filtracja,55.35362750000786,27811540,54198680,5070
jednostajny,10000,10,punkt_idealny,27.747588700032793,13103523,28540921,5070
jednostajny,10000,10,klasyczna,152.08336319995578,63238176,115096105,5204
jednostajny,10000,10,filtracja,76.3996953999158,29441760,57511760,5204
jednostajny,10000,10,punkt_idealny,35.16172670002561,13791591,30178833,5204
jednostajny,10000,10,klasyczna,138.78773179999553,62705459,113131416,5098
jednostajny,10000,10,filtracja,59.05965339997783,28212778,55006493,5098
jednostajny,10000,10,punkt_idealny,29.379049599985592,13243011,28819866,5098
jednostajny,10000,10,klasyczna,147.3019573999336,61708531,113037111,5004
jednostajny,10000,10,filtracja,63.45206100004725,27251616,53547952,5004
jednostajny,10000,10,punkt_idealny,31.556536399992183,12745812,28656464,5004
jednostajny,10000,10,klasyczna,132.69527489994653,60093351,107997066,4533
jednostajny,10000,10,filtracja,46.98686760000419,22207845,43392442,4533
jednostajny,10000,10,punkt_idealny,23.147960500093177,10481372,22875385,4533
jednostajny,10000,10,klasyczna,149.38678800000343,62007635,111826020,4984
jednostajny,10000,10,filtracja,65.77799690002576,26851180,52327503,4984
jednostajny,10000,10,punkt_idealny,34.3859276000876,12674707,27608277,4984
jednostajny,10000,10,klasyczna,137.85839430009946,62264625,112709003,4951
jednostajny,10000,10,filtracja,56.79791640001349,26450711,51628357,4951
jednostajny,10000,10,punkt_idealny,32.43037419999018,12512167,27230769,4951
jednostajny,10000,10,klasyczna,156.94022950006183,61918509,112358351,5018
jednostajny,10000,10,filtracja,64.33734750002623,27361734,53649620,5018
jednostajny,10000,10,punkt_idealny,29.789153899997473,12849002,28345836,5018
jednostajny,10000,10,klasyczna,132.96927850006614,62470203,113150656,4939
jednostajny,10000,10,filtracja,52.03854510001838,26669923,52194435,4939
jednostajny,10000,10,punkt_idealny,24.93369899992831,12451614,27229284,4939
jednostajny,10000,10,klasyczna,125.85092459991574,58732899,107372122,4906
jednostajny,10000,10,filtracja,60.371507100062445,26193450,51509434,4906
jednostajny,10000,10,punkt_idealny,30.883302900008857,12280994,27299683,4906
jednostajny,10000,10,klasyczna,146.4691530999262,64046986,117027047,5115
jednostajny,10000,10,filtracja,61.26916709996294,28492595,56111775,5115
jednostajny,10000,10,punkt_idealny,32.788082999992184,13330745,29471603,5115
poissona,100,2,klasyczna,0.00145650003105402,1084,1470,1
poissona,100,2,filtracja,0.00020499993115663528,199,319,1
poissona,100,2,punkt_idealny,0.00031610007863491774,100,194,1
poissona,100,2,klasyczna,0.0009317999938502908,933,1301,1
poissona,100,2,filtracja,0.00023210002109408379,199,306,1
poissona,100,2,punkt_idealny,0.000534399994648993,100,198,1
poissona,100,2,klasyczna,0.0009305001003667712,892,1249,1
poissona,100,2,filtracja,0.00019450008403509855,199,307,1
poissona,100,2,punkt_idealny,0.00027139997109770775,100,194,1
poissona,100,2,klasyczna,0.00030960002914071083,295,407,1
poissona,100,2,filtracja,0.00019530009012669325,199,309,1
poissona,100,2,punkt_idealny,0.00025649997405707836,100,198,1
poissona,100,2,klasyczna,0.0011137000983580947,1141,1451,1
poissona,100,2,filtracja,0.00019479996990412474,199,326,1
poissona,100,2,punkt_idealny,0.00027790002059191465,100,196,1
poissona,100,2,klasyczna,0.001584300072863698,1612,2440,2
poissona,100,2,filtracja,0.00022950000129640102,222,347,2
poissona,100,2,punkt_idealny,0.0002769000129774213,112,216,2
poissona,100,2,klasyczna,0.0010306999320164323,1047,1393,2
poissona,100,2,filtracja,0.00021059997379779816,216,326,2
poissona,100,2,punkt_idealny,0.00026350002735853195,109,204,2
poissona,100,2,klasyczna,0.0007651000050827861,734,902,1
poissona,100,2,filtracja,0.00019459996838122606,199,302,1
poissona,100,2,punkt_idealny,0.000264700036495924,100,192,1
poissona,100,2,klasyczna,0.0008319000480696559,841,1260,1
poissona,100,2,filtracja,0.00020679994486272335,199,323,1
poissona,100,2,punkt_idealny,0.00024940003640949726,100,198,1
poissona,100,2,klasyczna,0.0006935999263077974,691,937,1
poissona,100,2,filtracja,0.00019519997294992208,199,309,1
poissona,100,2,punkt_idealny,0.00024720001965761185,100,190,1
poissona,100,2,klasyczna,0.0015842999564483762,1594,2192,2
poissona,100,2,filtracja,0.00021520000882446766,220,348,2
poissona,100,2,punkt_idealny,0.0002595999976620078,111,212,2
poissona,100,2,klasyczna,0.0007995000341907144,798,1163,2
poissona,100,2,filtracja,0.00021660001948475838,220,332,2
poissona,100,2,punkt_idealny,0.0002668999368324876,111,214,2
poissona,100,2,klasyczna,0.0008311000419780612,853,1151,1
poissona,100,2,filtracja,0.00020819995552301407,199,314,1
poissona,100,2,punkt_idealny,0.00024800002574920654,100,198,1
poissona,100,2,klasyczna,0.000480300048366189,489,634,1
poissona,100,2,filtracja,0.00020240002777427435,199,302,1
poissona,100,2,punkt_idealny,0.00024389999452978373,100,194,1
poissona,100,2,klasyczna,0.0008788000559434295,869,1325,1
poissona,100,2,filtracja,0.00019800011068582535,199,316,1
poissona,100,2,punkt_idealny,0.00025310006458312273,100,196,1
poissona,100,2,klasyczna,0.0005758999614045024,543,713,1
poissona,100,2,filtracja,0.00019500008784234524,199,311,1
poissona,100,2,punkt_idealny,0.00025289994664490223,100,194,1
poissona,100,2,klasyczna,0.0009516000282019377,934,1487,1
poissona,100,2,filtracja,0.00019749999046325684,199,315,1
poissona,100,2,punkt_idealny,0.0002576999831944704,100,198,1
poissona,100,2,klasyczna,0.0008787000551819801,888,1180,1
poissona,100,2,filtracja,0.00020000000949949026,199,329,1
poissona,100,2,punkt_idealny,0.00024679990019649267,100,198,1
poissona,100,2,klasyczna,0.001150400028564036,1158,1554,1
poissona,100,2,filtracja,0.00019700010307133198,199,321,1
poissona,100,2,punkt_idealny,0.0003296999493613839,100,194,1
poissona,100,2,klasyczna,0.0014305999502539635,1497,1957,1
poissona,100,2,filtracja,0.0001965999836102128,199,348,1
poissona,100,2,punkt_idealny,0.00026570004411041737,100,198,1
poissona,100,2,klasyczna,0.0004474000306800008,459,626,1
poissona,100,2,filtracja,0.00019669998437166214,199,321,1
poissona,100,2,punkt_idealny,0.00025019992608577013,100,198,1
poissona,100,2,klasyczna,0.0005174999823793769,517,676,1
poissona,100,2,filtracja,0.0001996000064536929,199,309,1
poissona,100,2,punkt_idealny,0.00024839991237968206,100,196,1
poissona,100,2,klasyczna,0.0018368999008089304,1899,2577,2
poissona,100,2,filtracja,0.00021070009097456932,222,331,2
poissona,100,2,punkt_idealny,0.0002517999382689595,112,196,2
poissona,100,2,klasyczna,0.0005407000426203012,552,747,1
poissona,100,2,filtracja,0.00020030001178383827,199,317,1
poissona,100,2,punkt_idealny,0.00024580000899732113,100,198,1
poissona,100,2,klasyczna,0.000633500050753355,646,907,1
poissona,100,2,filtracja,0.00019289995543658733,199,311,1
poissona,100,2,punkt_idealny,0.00024289998691529036,100,194,1
poissona,100,2,klasyczna,0.0006697999779134989,688,886,1
poissona,100,2,filtracja,0.00019509997218847275,199,311,1
poissona,100,2,punkt_idealny,0.0002443999983370304,100,198,1
poissona,100,2,klasyczna,0.0008015000494197011,796,1077,1
poissona,100,2,filtracja,0.00019539997447282076,199,314,1
poissona,100,2,punkt_idealny,0.00024349999148398638,100,196,1
poissona,100,2,klasyczna,0.0014580999268218875,1499,2106,2
poissona,100,2,filtracja,0.00021920003928244114,228,341,2
poissona,100,2,punkt_idealny,0.0002636999124661088,115,214,2
poissona,100,2,klasyczna,0.0006176999304443598,629,785,1
poissona,100,2,filtracja,0.00019519997294992208,199,319,1
poissona,100,2,punkt_idealny,0.0002489000326022506,100,198,1
poissona,100,2,klasyczna,0.0017861999804154038,1805,2632,1
poissona,100,2,filtracja,0.0001998000079765916,199,310,1
poissona,100,2,punkt_idealny,0.00025560008361935616,100,198,1
poissona,100,2,klasyczna,0.0014579999260604382,1487,2043,1
poissona,100,2,filtracja,0.00019580009393393993,199,318,1
poissona,100,2,punkt_idealny,0.00025180005468428135,100,198,1
poissona,100,2,klasyczna,0.0011687999358400702,1176,1736,2
poissona,100,2,filtracja,0.00022570008877664804,226,371,2
poissona,100,2,punkt_idealny,0.00025809998624026775,110,212,2
poissona,100,2,klasyczna,0.0008791000582277775,866,1292,1
poissona,100,2,filtracja,0.00019609997980296612,199,314,1
poissona,100,2,punkt_idealny,0.00024729990400373936,100,198,1
poissona,100,2,klasyczna,0.0007755999686196446,790,1051,1
poissona,100,2,filtracja,0.00019489997066557407,199,314,1
poissona,100,2,punkt_idealny,0.00024180009495466948,100,194,1
poissona,100,2,klasyczna,0.0013722999719902873,1399,2058,2
poissona,100,2,filtracja,0.00020910007879137993,210,338,2
poissona,100,2,punkt_idealny,0.0002552999649196863,106,200,2
poissona,100,2,klasyczna,0.0013605999993160367,1388,1867,2
poissona,100,2,filtracja,0.00022679998073726892,230,379,2
poissona,100,2,punkt_idealny,0.00026570004411041737,114,216,2
poissona,100,2,klasyczna,0.0010794000700116158,1082,1455,2
poissona,100,2,filtracja,0.00022829999215900898,226,366,2
poissona,100,2,punkt_idealny,0.00025619997177273035,111,210,2
poissona,100,2,klasyczna,0.0008264000061899424,845,1108,1
poissona,100,2,filtracja,0.0001981999957934022,199,323,1
poissona,100,2,punkt_idealny,0.00024860003031790257,100,198,1
poissona,100,2,klasyczna,0.00047639990225434303,489,629,1
poissona,100,2,filtracja,0.00019640009850263596,199,317,1
poissona,100,2,punkt_idealny,0.0002479999093338847,100,198,1
poissona,100,2,klasyczna,0.001259799930267036,1257,1635,1
poissona,100,2,filtracja,0.00020210002548992634,199,336,1
poissona,100,2,punkt_idealny,0.0002631000243127346,100,198,1
poissona,100,2,klasyczna,0.0007630999898537993,770,1063,1
poissona,100,2,filtracja,0.00019729998894035816,199,322,1
poissona,100,2,punkt_idealny,0.00025260006077587605,100,198,1
poissona,100,2,klasyczna,0.0007657000096514821,784,1035,1
poissona,100,2,filtracja,0.00019669998437166214,199,304,1
poissona,100,2,punkt_idealny,0.00024339999072253704,100,190,1
poissona,100,2,klasyczna,0.0009717999491840601,998,1326,1
poissona,100,2,filtracja,0.00019669998437166214,199,325,1
poissona,100,2,punkt_idealny,0.00024359999224543571,100,196,1
poissona,100,2,klasyczna,0.0007408999372273684,743,1012,1
poissona,100,2,filtracja,0.00019869999960064888,199,314,1
poissona,100,2,punkt_idealny,0.00025130005087703466,100,198,1
poissona,100,2,klasyczna,0.0006750000175088644,676,936,1
poissona,100,2,filtracja,0.0001949999714270234,199,304,1
poissona,100,2,punkt_idealny,0.00024830002803355455,100,194,1
poissona,100,2,klasyczna,0.0012905000476166606,1267,1585,1
poissona,100,2,filtracja,0.00020780006889253855,199,336,1
poissona,100,2,punkt_idealny,0.0002527999458834529,100,198,1
poissona,100,2,klasyczna,0.0005783999804407358,563,767,1
poissona,100,2,filtracja,0.0001973999897018075,199,319,1
poissona,100,2,punkt_idealny,0.00024720001965761185,100,198,1
poissona,100,2,klasyczna,0.0006134000141173601,616,889,1
poissona,100,2,filtracja,0.00019599997904151678,199,311,1
poissona,100,2,punkt_idealny,0.0002466000150889158,100,194,1
poissona,100,2,klasyczna,0.0006055000703781843,601,934,1
poissona,100,2,filtracja,0.00020020001102238894,199,313,1
poissona,100,2,punkt_idealny,0.0002495000371709466,100,198,1
poissona,100,2,klasyczna,0.0008208000799641013,823,1207,1
poissona,100,2,filtracja,0.00020409992430359125,199,308,1
poissona,100,2,punkt_idealny,0.00024170009419322014,100,190,1
poissona,1000,2,klasyczna,0.023531600018031895,24103,29094,1
poissona,1000,2,filtracja,0.0020104999421164393,1999,3095,1
poissona,1000,2,punkt_idealny,0.0028714999789372087,1000,1962,1
poissona,1000,2,klasyczna,0.03194080002140254,32197,40729,1
poissona,1000,2,filtracja,0.00197350000962615,1999,3119,1
poissona,1000,2,punkt_idealny,0.003168800030834973,1000,1964,1
poissona,1000,2,klasyczna,0.019714499940164387,19879,26344,1
poissona,1000,2,filtracja,0.0020019999938085675,1999,3110,1
poissona,1000,2,punkt_idealny,0.0028424999909475446,1000,1978,1
poissona,1000,2,klasyczna,0.02148930006660521,22178,27525,1
poissona,1000,2,filtracja,0.001992100034840405,1999,3122,1
poissona,1000,2,punkt_idealny,0.002805699943564832,1000,1976,1
poissona,1000,2,klasyczna,0.027079699910245836,27307,33240,1
poissona,1000,2,filtracja,0.0020230000372976065,1999,3089,1
poissona,1000,2,punkt_idealny,0.002813400002196431,1000,1960,1
poissona,1000,2,klasyczna,0.03181650000624359,32966,41284,1
poissona,1000,2,filtracja,0.00199709995649755,1999,3073,1
poissona,1000,2,punkt_idealny,0.0028359999414533377,1000,1950,1
poissona,1000,2,klasyczna,0.020662799943238497,21097,26624,1
poissona,1000,2,filtracja,0.002013899968005717,1999,3113,1
poissona,1000,2,punkt_idealny,0.0028291000053286552,1000,1978,1
poissona,1000,2,klasyczna,0.02627449994906783,26918,31972,1
poissona,1000,2,filtracja,0.002004500012844801,1999,3092,1
poissona,1000,2,punkt_idealny,0.0028594000032171607,1000,1956,1
poissona,1000,2,klasyczna,0.02610249991994351,26386,33967,1
poissona,1000,2,filtracja,0.0020173999946564436,1999,3103,1
poissona,1000,2,punkt_idealny,0.0027724000392481685,1000,1968,1
poissona,1000,2,klasyczna,0.027426599990576506,28045,33913,1
poissona,1000,2,filtracja,0.001996300066821277,1999,3095,1
poissona,1000,2,punkt_idealny,0.002771299914456904,1000,1952,1
poissona,1000,2,klasyczna,0.027124800020828843,27603,35436,1
poissona,1000,2,filtracja,0.0019964000675827265,1999,3089,1
poissona,1000,2,punkt_idealny,0.002809499972499907,1000,1972,1
poissona,1000,2,klasyczna,0.032907200045883656,33359,41453,1
poissona,1000,2,filtracja,0.0020212000235915184,1999,3093,1
poissona,1000,2,punkt_idealny,0.002791499951854348,1000,1962,1
poissona,1000,2,klasyczna,0.018596299923956394,18958,23038,1
poissona,1000,2,filtracja,0.002016899990849197,1999,3084,1
poissona,1000,2,punkt_idealny,0.002924900036305189,1000,1974,1
poissona,1000,2,klasyczna,0.02912830002605915,29534,35966,1
poissona,1000,2,filtracja,0.0020210999064147472,1999,3125,1
poissona,1000,2,punkt_idealny,0.002993699978105724,1000,1960,1
poissona,1000,2,klasyczna,0.03220850008074194,32942,38824,1
poissona,1000,2,filtracja,0.001960100024007261,1999,3090,1
poissona,1000,2,punkt_idealny,0.0027327999705448747,1000,1954,1
poissona,1000,2,klasyczna,0.02079880004748702,21564,26092,1
poissona,1000,2,filtracja,0.0020299000898376107,1999,3100,1
poissona,1000,2,punkt_idealny,0.0026819000486284494,1000,1966,1
poissona,1000,2,klasyczna,0.0212299000704661,22060,27327,1
poissona,1000,2,filtracja,0.0019702999852597713,1999,3103,1
poissona,1000,2,punkt_idealny,0.002648299909196794,1000,1966,1
poissona,1000,2,klasyczna,0.032886300003156066,32068,39344,1
poissona,1000,2,filtracja,0.0019521000795066357,1999,3097,1
poissona,1000,2,punkt_idealny,0.0027222998905926943,1000,1952,1
poissona,1000,2,klasyczna,0.023971599992364645,24949,31501,1
poissona,1000,2,filtracja,0.0020508000161498785,1999,3102,1
poissona,1000,2,punkt_idealny,0.002722600009292364,1000,1972,1
poissona,1000,2,klasyczna,0.030825099907815456,28942,34545,1
poissona,1000,2,filtracja,0.0021078999852761626,1999,3100,1
poissona,1000,2,punkt_idealny,0.0027686000103130937,1000,1960,1
poissona,1000,2,klasyczna,0.020537000033073127,21337,26376,1
poissona,1000,2,filtracja,0.0019752999069169164,1999,3106,1
poissona,1000,2,punkt_idealny,0.0027017000829800963,1000,1968,1
poissona,1000,2,klasyczna,0.027687599998898804,27486,33832,1
poissona,1000,2,filtracja,0.0019465999212116003,1999,3085,1
poissona,1000,2,punkt_idealny,0.002851800061762333,1000,1966,1
poissona,1000,2,klasyczna,0.03012809995561838,31169,38552,1
poissona,1000,2,filtracja,0.002006900031119585,1999,3131,1
poissona,1000,2,punkt_idealny,0.0028586999978870153,1000,1964,1
poissona,1000,2,klasyczna,0.03642369993031025,36526,45431,1
poissona,1000,2,filtracja,0.0020117999520152807,1999,3105,1
poissona,1000,2,punkt_idealny,0.0028337000403553247,1000,1954,1
poissona,1000,2,klasyczna,0.024594999966211617,24904,31029,1
poissona,1000,2,filtracja,0.0020216000266373158,1999,3162,1
poissona,1000,2,punkt_idealny,0.0029000999638810754,1000,1982,1
poissona,10000,2,klasyczna,1.6460137999383733,1578841,1801585,1
poissona,10000,2,filtracja,0.01987119996920228,19999,30998,1
poissona,10000,2,punkt_idealny,0.030475600040517747,10000,19694,1
poissona,10000,2,klasyczna,2.012626099982299,2024495,2340267,1
poissona,10000,2,filtracja,0.01993070007301867,19999,30976,1
poissona,10000,2,punkt_idealny,0.028637999901548028,10000,19620,1
poissona,10000,2,klasyczna,1.7594005999853835,1744384,2004259,1
poissona,10000,2,filtracja,0.023314799997024238,19999,31005,1
poissona,10000,2,punkt_idealny,0.034976799972355366,10000,19664,1
poissona,10000,2,klasyczna,1.9988127999240533,1942673,2247253,1
poissona,10000,2,filtracja,0.022070799954235554,19999,30983,1
poissona,10000,2,punkt_idealny,0.031997499987483025,10000,19626,1
poissona,10000,2,klasyczna,2.17625819996465,2079315,2403535,1
poissona,10000,2,filtracja,0.019643799983896315,19999,30989,1
poissona,10000,2,punkt_idealny,0.03045890002977103,10000,19618,1
poissona,10000,2,klasyczna,1.690435399999842,1632101,1894213,1
poissona,10000,2,filtracja,0.022612600005231798,19999,31027,1
poissona,10000,2,punkt_idealny,0.03141179995145649,10000,19692,1
poissona,10000,2,klasyczna,1.6810754000907764,1695098,1961174,1
poissona,10000,2,filtracja,0.0206700999988243,19999,31029,1
poissona,10000,2,punkt_idealny,0.02854009997099638,10000,19688,1
poissona,10000,2,klasyczna,1.992766199982725,2063728,2375366,1
poissona,10000,2,filtracja,0.019724000012502074,19999,30953,1
poissona,10000,2,punkt_idealny,0.028196000028401613,10000,19614,1
poissona,10000,2,klasyczna,1.9475810000440106,2009762,2321634,1
poissona,10000,2,filtracja,0.019347699941135943,19999,30980,1
poissona,10000,2,punkt_idealny,0.1310506999725476,10000,19622,1
poissona,10000,2,klasyczna,1.830052200006321,1843248,2111179,1
poissona,10000,2,filtracja,0.019991899956949055,19999,30992,1
poissona,10000,2,punkt_idealny,0.02743489993736148,10000,19644,1
poissona,10000,2,klasyczna,1.7432305000256747,1777691,2030880,1
poissona,10000,2,filtracja,0.019346000044606626,19999,30987,1
poissona,10000,2,punkt_idealny,0.027159999939613044,10000,19656,1
poissona,10000,2,klasyczna,1.6437922000186518,1675543,1909936,1
poissona,10000,2,filtracja,0.019540199893526733,19999,31002,1
poissona,10000,2,punkt_idealny,0.030511700082570314,10000,19678,1
poissona,10000,2,klasyczna,1.7055419000098482,1761454,2028017,1
poissona,10000,2,filtracja,0.019353399984538555,19999,31035,1
poissona,10000,2,punkt_idealny,0.02792809996753931,10000,19664,1
poissona,10000,2,klasyczna,1.9616900999099016,2018551,2309012,1
poissona,10000,2,filtracja,0.01951839996036142,19999,31003,1
poissona,10000,2,punkt_idealny,0.028809500043280423,10000,19612,1
poissona,10000,2,klasyczna,1.6588951000012457,1727160,1985496,1
poissona,10000,2,filtracja,0.020071900100447237,19999,31082,1
poissona,10000,2,punkt_idealny,0.027800400042906404,10000,19660,1
poissona,10000,2,klasyczna,1.8266643999377266,1906611,2205861,1
poissona,10000,2,filtracja,0.01979429996572435,19999,31004,1
poissona,10000,2,punkt_idealny,0.029594199964776635,10000,19644,1
poissona,10000,2,klasyczna,2.038249099976383,2092626,2401641,1
poissona,10000,2,filtracja,0.01955730002373457,19999,31012,1
poissona,10000,2,punkt_idealny,0.02857860003132373,10000,19606,1
poissona,10000,2,klasyczna,1.9242117999820039,2001689,2296123,1
poissona,10000,2,filtracja,0.020244300016202033,19999,30956,1
poissona,10000,2,punkt_idealny,0.02864100004080683,10000,19618,1
poissona,10000,2,klasyczna,1.9460191000252962,2034844,2330489,1
poissona,10000,2,filtracja,0.02042519999668002,19999,30975,1
poissona,10000,2,punkt_idealny,0.02972570003475994,10000,19602,1
poissona,10000,2,klasyczna,1.8111261000158265,1841837,2100680,1
poissona,10000,2,filtracja,0.019883799948729575,19999,30952,1
poissona,10000,2,punkt_idealny,0.029656099970452487,10000,19636,1
poissona,100,3,klasyczna,0.0021190999541431665,2027,3406,6
poissona,100,3,filtracja,0.0003717000363394618,334,698,6
poissona,100,3,punkt_idealny,0.0003467999631538987,146,360,6
poissona,100,3,klasyczna,0.001419000094756484,1363,2223,4
poissona,100,3,filtracja,0.0003268999280408025,302,618,4
poissona,100,3,punkt_idealny,0.00033549999352544546,117,335,4
poissona,100,3,klasyczna,0.0007524000247940421,681,1286,1
poissona,100,3,filtracja,0.0002185999182984233,199,413,1
poissona,100,3,punkt_idealny,0.0002807000419124961,100,297,1
poissona,100,3,klasyczna,0.002049200003966689,1942,3109,4
poissona,100,3,filtracja,0.00029250001534819603,266,555,4
poissona,100,3,punkt_idealny,0.00035799993202090263,116,322,4
poissona,100,3,klasyczna,0.0010749000357463956,998,1624,3
poissona,100,3,filtracja,0.0002359000500291586,217,451,3
poissona,100,3,punkt_idealny,0.000295399921014905,109,317,3
poissona,100,3,klasyczna,0.001438500010408461,1360,2295,2
poissona,100,3,filtracja,0.000242199981585145,218,485,2
poissona,100,3,punkt_idealny,0.00028909998945891857,110,324,2
poissona,100,3,klasyczna,0.0019067000830546021,1791,3176,4
poissona,100,3,filtracja,0.0006009999196976423,546,1087,4
poissona,100,3,punkt_idealny,0.0002989000640809536,115,308,4
poissona,100,3,klasyczna,0.0014287999365478754,1337,2491,3
poissona,100,3,filtracja,0.00025180005468428135,227,472,3
poissona,100,3,punkt_idealny,0.00029829994309693575,117,339,3
poissona,100,3,klasyczna,0.0011373000452294946,1053,1594,4
poissona,100,3,filtracja,0.0002842999529093504,256,553,4
poissona,100,3,punkt_idealny,0.0003040999872609973,126,329,4
poissona,100,3,klasyczna,0.0014911000616848469,1372,1975,3
poissona,100,3,filtracja,0.0002638999139890075,237,511,3
poissona,100,3,punkt_idealny,0.00029930006712675095,115,319,3
poissona,100,3,klasyczna,0.002094700001180172,1967,3074,4
poissona,100,3,filtracja,0.00035149999894201756,302,638,4
poissona,100,3,punkt_idealny,0.0003037999849766493,118,321,4
poissona,100,3,klasyczna,0.0018279999494552612,1705,2736,6
poissona,100,3,filtracja,0.0002984000602737069,270,575,6
poissona,100,3,punkt_idealny,0.00033980002626776695,154,418,6
poissona,100,3,klasyczna,0.0011241999454796314,1037,1731,2
poissona,100,3,filtracja,0.0002495000371709466,228,476,2
poissona,100,3,punkt_idealny,0.0002954000374302268,115,336,2
poissona,100,3,klasyczna,0.0020707999356091022,1965,3187,4
poissona,100,3,filtracja,0.00027080008294433355,246,526,4
poissona,100,3,punkt_idealny,0.00029090000316500664,116,321,4
poissona,100,3,klasyczna,0.0014733000425621867,1389,2354,3
poissona,100,3,filtracja,0.00025729998014867306,233,513,3
poissona,100,3,punkt_idealny,0.00029609992634505033,120,316,3
poissona,100,3,klasyczna,0.0017186999320983887,1609,2674,2
poissona,100,3,filtracja,0.00023850006982684135,218,457,2
poissona,100,3,punkt_idealny,0.00028719997499138117,110,321,2
poissona,100,3,klasyczna,0.0015357000520452857,1453,2463,1
poissona,100,3,filtracja,0.00021899992134422064,199,441,1
poissona,100,3,punkt_idealny,0.0002758000046014786,100,297,1
poissona,100,3,klasyczna,0.0010673999786376953,990,1916,4
poissona,100,3,filtracja,0.00024910003412514925,228,461,4
poissona,100,3,punkt_idealny,0.00031809997744858265,116,328,4
poissona,100,3,klasyczna,0.0010891000274568796,1035,1620,3
poissona,100,3,filtracja,0.0002313000150024891,215,438,3
poissona,100,3,punkt_idealny,0.0002847999567165971,108,311,3
poissona,100,3,klasyczna,0.001339700073003769,1271,2119,2
poissona,100,3,filtracja,0.0002356999320909381,216,448,2
poissona,100,3,punkt_idealny,0.00028909998945891857,109,321,2
poissona,100,3,klasyczna,0.0009087999351322651,863,1388,4
poissona,100,3,filtracja,0.000278300023637712,254,523,4
poissona,100,3,punkt_idealny,0.0003037999849766493,125,320,4
poissona,100,3,klasyczna,0.002228400087915361,2126,3334,5
poissona,100,3,filtracja,0.00036259996704757214,327,698,5
poissona,100,3,punkt_idealny,0.0003101000329479575,132,342,5
poissona,100,3,klasyczna,0.0018162999767810106,1719,2780,5
poissona,100,3,filtracja,0.00028659997042268515,261,545,5
poissona,100,3,punkt_idealny,0.0003229000139981508,136,355,5
poissona,100,3,klasyczna,0.0018833999056369066,1766,3005,2
poissona,100,3,filtracja,0.0002474000211805105,226,482,2
poissona,100,3,punkt_idealny,0.00030209997203201056,114,336,2
poissona,100,3,klasyczna,0.0010473999427631497,1000,1560,1
poissona,100,3,filtracja,0.00022030004765838385,199,454,1
poissona,100,3,punkt_idealny,0.0002793999155983329,100,297,1
poissona,100,3,klasyczna,0.0008802999509498477,818,1249,3
poissona,100,3,filtracja,0.00025669997557997704,233,506,3
poissona,100,3,punkt_idealny,0.0002896999940276146,109,317,3
poissona,100,3,klasyczna,0.0016297000693157315,1561,2443,6
poissona,100,3,filtracja,0.0004173999186605215,384,723,6
poissona,100,3,punkt_idealny,0.0003266000421717763,151,353,6
poissona,100,3,klasyczna,0.0015498000429943204,1465,2334,3
poissona,100,3,filtracja,0.00024590000975877047,227,462,3
poissona,100,3,punkt_idealny,0.00029420002829283476,115,328,3
poissona,100,3,klasyczna,0.0010079999919980764,956,1428,3
poissona,100,3,filtracja,0.00025459995958954096,231,501,3
poissona,100,3,punkt_idealny,0.0003027000930160284,121,350,3
poissona,100,3,klasyczna,0.0012344999704509974,1159,1946,3
poissona,100,3,filtracja,0.0002701000776141882,243,534,3
poissona,100,3,punkt_idealny,0.0002967999316751957,114,331,3
poissona,100,3,klasyczna,0.0006226000841706991,580,1070,2
poissona,100,3,filtracja,0.00022299995180219412,202,412,2
poissona,100,3,punkt_idealny,0.00027790002059191465,102,298,2
poissona,100,3,klasyczna,0.001356000080704689,1258,1894,2
poissona,100,3,filtracja,0.0002397999633103609,222,473,2
poissona,100,3,punkt_idealny,0.0002866999711841345,112,294,2
poissona,100,3,klasyczna,0.001555300084874034,1472,2437,3
poissona,100,3,filtracja,0.0002794999163597822,251,530,3
poissona,100,3,punkt_idealny,0.0003131000557914376,130,367,3
poissona,100,3,klasyczna,0.001631599967367947,1527,2523,3
poissona,100,3,filtracja,0.00025670009199529886,231,497,3
poissona,100,3,punkt_idealny,0.00030159996822476387,116,338,3
poissona,100,3,klasyczna,0.0016790000954642892,1606,2705,6
poissona,100,3,filtracja,0.0002938999095931649,272,573,6
poissona,100,3,punkt_idealny,0.0003203999949619174,140,355,6
poissona,100,3,klasyczna,0.0005451999604701996,512,928,1
poissona,100,3,filtracja,0.0002169000217691064,199,419,1
poissona,100,3,punkt_idealny,0.00027660001069307327,100,297,1
poissona,100,3,klasyczna,0.0009689000435173512,917,1521,3
poissona,100,3,filtracja,0.00025779998395591974,235,528,3
poissona,100,3,punkt_idealny,0.00028739997651427984,112,325,3
poissona,100,3,klasyczna,0.001610000035725534,1557,2235,3
poissona,100,3,filtracja,0.000304599991068244,275,616,3
